Location_name,Latitude,Longitude,Category,Sub_Category,Literature,Cultural_Significance,Distinctive_Feature,Official_Website
Last Ent of Affric,57.22138,-5.1064,Ancient Landscape,Ancient Tree,"Ancient common yew (Taxus baccata) growing in Glen Affric, Highland, Scotland. Known as the ""Last Ent of Affric"", the tree is one of the oldest surviving yews in the ancient Caledonian forest and is estimated to be around 2,000 years old. The yew has a distinctive weathered form, with a broad hollowing trunk, deadwood features and a crown shaped by centuries of exposure to the Highland climate. Standing in relative isolation among the remnants of the Caledonian pinewoods, it has become one of the most recognisable trees in Scotland. The tree takes its popular name from the Ents, the ancient tree shepherds of J. R. R. Tolkien's mythology, reflecting its striking appearance and great age.","The Last Ent of Affric has become a powerful symbol of Scotland's ancient woodland heritage. Growing within one of the largest surviving fragments of the Caledonian Forest, it represents a living connection to the wild landscapes that once covered much of the Highlands. Its dramatic appearance and apparent resilience have inspired comparisons with Tolkien's Ents, helping the tree capture public imagination and draw attention to the conservation of Scotland's native forests. In recent years the tree has become an ambassador for woodland restoration, biodiversity and long-term conservation, demonstrating how a single ancient tree can help tell the story of an entire lost ecosystem. The yew's survival across two millennia of climatic change, human activity and landscape transformation makes it one of the most remarkable living witnesses to Scotland's natural history.","Known as the ""Last Ent of Affric"" because of its resemblance to Tolkien's legendary tree-like beings. Standing within Glen Affric's ancient Caledonian forest, the tree combines great age, dramatic form and cultural symbolism, making it one of Scotland's most photographed and celebrated veteran trees.",https://en.wikipedia.org/wiki/Last_Ent_of_Affric
Llangernyw Yew,53.19234,-3.68504,Ancient Landscape,Ancient Tree,"Ancient common yew (Taxus baccata) growing in the churchyard of St Digain's Church. The Llangernyw Yew is widely regarded as one of the oldest trees in Britain and among the oldest living organisms in Europe. Age estimates vary considerably, with many assessments suggesting an age of between 3,000 and 5,000 years. The tree consists of multiple hollowed sections surrounding the remains of the original trunk, a form typical of extremely ancient yews. Historic measurements have recorded a girth exceeding 10 metres, although the tree's fragmented structure makes precise measurement difficult. The yew stands within the churchyard beside a church whose origins date back many centuries, creating a striking contrast between human history and a tree that predates it by millennia.","The Llangernyw Yew has become one of Wales's most celebrated ancient trees because it bridges the gap between prehistory and the present day. The tree may already have been growing when Bronze Age communities occupied the surrounding landscape and long before the arrival of the Romans, the spread of Christianity or the establishment of the medieval parish. Over centuries it became woven into local folklore and is associated with the legend of the Angelystor, a supernatural spirit said to appear in the churchyard and foretell deaths within the parish. While the legend belongs to folklore rather than history, it reflects the sense of awe inspired by a living organism that has endured through thousands of years of change. Today the tree serves as a symbol of continuity, resilience and the deep relationship between ancient trees, sacred places and community memory in Wales.","One of the oldest known yew trees in Europe, with age estimates extending back several millennia. The tree's hollow, fragmented structure demonstrates the remarkable ability of ancient yews to survive through continual regeneration long after the original trunk has decayed. Its association with the Angelystor legend makes it one of the most famous folklore trees in Wales.",https://en.wikipedia.org/wiki/Llangernyw_Yew
Niel Gow's Oak,56.5632,-3.6072,Ancient Landscape,Ancient Tree,"Ancient pedunculate oak (Quercus robur) growing near the village of Inver, Perth and Kinross, Scotland. Known as Niel Gow's Oak, the tree stands beside the River Tay in a landscape closely associated with the celebrated eighteenth-century Scottish fiddler and composer Niel Gow. The veteran oak is estimated to be several centuries old and has developed a broad spreading crown, substantial trunk and extensive deadwood features characteristic of an ancient parkland oak. The tree occupies a prominent position overlooking the river and remains one of the most recognisable historic trees in Perthshire. It was shortlisted in the 2014 European Tree of the Year competition, bringing international attention to its cultural importance.","Niel Gow's Oak is celebrated not simply for its age but for its association with one of Scotland's most influential traditional musicians. Local tradition holds that Gow composed many of his best-known tunes while sitting beneath the tree overlooking the River Tay. Whether every tune attributed to the oak was actually written there is impossible to know, but the association became firmly embedded in Scottish cultural memory. The tree therefore represents the connection between landscape, creativity and Scotland's musical heritage. For generations it has attracted musicians, visitors and admirers of traditional Scottish music who see it as a place where artistic inspiration and the natural world meet. Its survival has helped preserve a tangible link to one of the defining figures of Scotland's cultural history.","One of the few ancient trees in Britain directly associated with a named composer and musician. The oak's connection with Niel Gow transformed it from a veteran tree into a cultural landmark, symbolising the relationship between Scotland's natural landscapes and its traditional music.",https://en.wikipedia.org/wiki/Niel_Gow%27s_Oak
Oaks of Avalon,51.15022,-2.685,Ancient Landscape,Ancient Tree,"Ancient pedunculate oaks (Quercus robur) growing on the slopes of Wearyall Hill near Glastonbury, Somerset. Known collectively as the Oaks of Avalon, the group includes the celebrated Gog and Magog trees, regarded as among the oldest surviving oaks in Somerset. Estimates suggest the trees may be around 1,000 years old, although precise dating remains uncertain. The veteran oaks are characterised by hollow trunks, extensive deadwood, broad crowns and the weathered forms typical of great age. Standing above Glastonbury and the Somerset Levels, they occupy a landscape long associated with myth, pilgrimage and legend.","The Oaks of Avalon occupy a unique position where natural heritage and mythology meet. Local tradition identifies the two principal trees, Gog and Magog, as guardians of the ancient Isle of Avalon, linking them to legends surrounding Glastonbury, King Arthur and Britain's mythical past. Although these associations belong to folklore rather than documented history, they have become deeply embedded in the cultural identity of the area. For centuries visitors, pilgrims and storytellers have regarded the trees as symbols of endurance, wisdom and continuity. The oaks therefore represent not only surviving fragments of an ancient landscape but also the enduring power of place-based legend within British culture.",The twin oaks known as Gog and Magog are among the most famous folklore trees in Britain. Their association with Avalon and the Arthurian landscape has made them enduring symbols of Glastonbury's mythic identity.,https://en.wikipedia.org/wiki/Oaks_of_Avalon
Ormiston Yew,55.897952,-2.941916,Ancient Landscape,Ancient Tree,"Ancient common yew (Taxus baccata) growing at Ormiston Hall, East Lothian, Scotland. The tree is one of Scotland's finest examples of a layering yew, a growth form in which branches root where they touch the ground and develop into new stems. Over centuries this process has created a remarkable network of interconnected trunks and rooted branches extending far beyond the original tree. The central stem is largely hollow, while numerous secondary stems continue to sustain the living structure. The yew occupies the grounds of the historic Ormiston Hall estate and is recognised as one of the most impressive veteran yews in Scotland, covering a substantial area through successive generations of natural regeneration.","The Ormiston Yew stands within a landscape closely associated with some of the most significant events in Scotland's religious and social history. The nearby Ormiston estate was home to reformer John Cockburn of Ormiston, an important supporter of the Scottish Reformation, and tradition holds that the Protestant reformer John Knox preached beneath the branches of the yew during the sixteenth century. Whether or not the exact location can be proven, the association reflects the tree's long connection with a place that played a notable role in shaping modern Scotland. Through centuries of growth, decline and regeneration, the yew has become a living symbol of continuity, demonstrating how ancient trees can survive not by remaining unchanged, but by constantly renewing themselves across generations.","One of Scotland's most remarkable layering yews. Branches repeatedly root into the ground and rise again as new trunks, creating a sprawling ""living labyrinth"" in which it is difficult to distinguish the original tree from its descendants. The Great Yew of Ormiston is widely regarded as one of the finest examples of this rare growth form in Britain.",https://scotlands-yew-trees.org/yewtree/ormiston-hall-east-lothian/
Pwllpriddog Oak,52.075528,-3.787139,Ancient Landscape,Ancient Tree,"Ancient pedunculate oak (Quercus robur) growing near Glan Conwy in Conwy County Borough, North Wales. Widely regarded as one of the largest and oldest oaks in Wales, the tree is estimated to be between 800 and 1,000 years old. The oak is notable for its enormous hollow trunk, which has largely lost its central heartwood while retaining a living outer shell. Historic measurements recorded a girth exceeding 13 metres, making it one of Britain's most impressive veteran trees. Despite extensive decay and storm damage over the centuries, the tree continues to survive through active growth around its perimeter.","The Pwllpriddog Oak has long captured the imagination of local communities because of its extraordinary size and hollow interior. Local traditions claim that people once sheltered inside the trunk during storms and that livestock could be housed within the cavity. While such stories are difficult to verify, they reflect the awe inspired by the tree and its importance as a local landmark. As one of Wales's most celebrated ancient oaks, it has become a symbol of resilience and continuity, demonstrating how veteran trees can survive long after much of their original structure has disappeared. The oak remains an important part of Welsh natural heritage and is frequently cited as one of the finest examples of an ancient tree in the country.",One of the largest hollow oaks in Britain. The cavernous trunk is large enough for several people to stand inside and has generated centuries of local stories and folklore.,https://en.wikipedia.org/wiki/Pwllpriddog_Oak
Queen Elizabeth Oak,50.99611,-0.70065,Ancient Landscape,Ancient Tree,"Ancient pedunculate oak (Quercus robur) growing within the historic parkland of Cowdray Estate, West Sussex. The veteran tree is estimated to be between 800 and 1,000 years old and is characterised by a massive hollow trunk, broad crown and extensive deadwood features. The oak survives within a landscape that has been associated with the Cowdray estate since the medieval period. Although much of the original heartwood has decayed, the tree remains alive through a ring of living tissue around its outer circumference.","The Queen Elizabeth Oak is traditionally associated with the visit of Queen Elizabeth I to Cowdray during her royal progress of 1591. While the precise details of the connection are difficult to prove, the tradition has endured for centuries and forms an important part of the estate's historical identity. The tree therefore links England's natural heritage with one of the most famous monarchs in British history. Beyond its royal association, the oak is valued as a survivor of the medieval landscape that once surrounded Cowdray, providing a tangible connection between the modern visitor and centuries of English social and political history.","A veteran oak associated by long-standing local tradition with Queen Elizabeth I. Its combination of great age, impressive size and royal connection has made it one of the best-known trees on the Cowdray Estate.",https://en.wikipedia.org/wiki/Queen_Elizabeth_Oak
Queen Mary's Thorn,56.33891,-2.79443,Ancient Landscape,Ancient Tree,"Ancient common hawthorn (Crataegus monogyna) growing within the grounds of University of St Andrews in Fife, Scotland. Known as Queen Mary's Thorn, the tree is believed to date from the sixteenth century and is traditionally associated with Mary, Queen of Scots. The thorn stands within the grounds of St Mary's College and is one of the oldest surviving trees connected with the university. Although hawthorns rarely attain great size, the tree is notable for its age, historical associations and continued survival within an academic setting.","According to tradition, Mary, Queen of Scots planted the thorn during a visit to St Andrews in 1563. Whether the story is entirely accurate remains uncertain, but the association has been preserved for generations and has become part of the university's heritage. The tree therefore serves as a rare living link between Scotland's royal history and one of its oldest universities. For students, staff and visitors, the thorn symbolises continuity across nearly five centuries of academic life. Its survival has helped maintain a tangible connection to one of the most famous figures in Scottish history and to the long relationship between the university and the Scottish Crown.","One of the few surviving trees traditionally linked to Mary, Queen of Scots. Its combination of royal association, academic setting and remarkable age makes it an unusual and important historical tree.",https://collections.st-andrews.ac.uk/item/queen-marys-thorn/104031
Shelton Oak,52.714506,-2.791239,Ancient Landscape,Ancient Tree,"Ancient pedunculate oak (Quercus robur) growing beside St Andrew's Church at Shelton, Shropshire. Estimated to be around 1,000 years old, the tree is one of England's finest surviving veteran oaks. It possesses a massive hollow trunk, extensive deadwood habitat and a broad crown supported by centuries of adaptive growth. Historic measurements have recorded a girth exceeding 10 metres. The oak was selected as one of the Tree Council's Fifty Great British Trees in 2002 in recognition of its age, size and national importance.","The Shelton Oak has stood at the centre of parish life for many centuries, witnessing the evolution of the surrounding community from the medieval period to the present day. Growing beside the church, it has provided a familiar landmark for generations of local residents and has survived periods of social, political and religious change that transformed England around it. Its designation as one of Britain's Fifty Great British Trees elevated it from a local landmark to a nationally recognised symbol of the country's ancient tree heritage. The oak demonstrates the ecological and cultural value of veteran trees that have remained embedded within communities for centuries.","Recognised as one of Britain's Fifty Great British Trees and regarded as one of the finest surviving ancient oaks in England, combining exceptional age, size and historical continuity.",https://en.wikipedia.org/wiki/Shelton_Oak
Skipinnish Oak,56.931667,-4.986667,Ancient Landscape,Ancient Tree,"Ancient sessile oak (Quercus petraea) growing at Skipinnish in Lochaber, within Scotland's Atlantic rainforest zone. Estimated to be at least 400 years old, the tree is a survivor of the native oakwoods that once covered much of the western Highlands. The oak displays the gnarled form, hollowing trunk and rich assemblage of mosses, lichens and fungi typical of veteran trees growing in Scotland's oceanic woodland climate. It stands within one of the most biologically important woodland habitats in the United Kingdom and was named UK Tree of the Year in 2024.","The Skipinnish Oak has become a modern symbol of Scotland's Atlantic rainforest conservation movement. These rare temperate rainforests once stretched along much of the western seaboard but now survive only in fragmented remnants. The oak's recognition as UK Tree of the Year brought national attention to the importance of protecting and restoring these internationally significant habitats. Rather than being associated with a famous historical figure or event, the tree represents a contemporary conservation story, highlighting the value of native woodland restoration and public engagement with natural heritage. It demonstrates how ancient trees continue to acquire new cultural meanings while remaining rooted in the landscapes they have occupied for centuries.",Winner of UK Tree of the Year 2024 and an emblem of Scotland's Atlantic rainforest. The tree has become a flagship for efforts to conserve one of Britain's rarest and most threatened woodland ecosystems.,https://en.wikipedia.org/wiki/Skipinnish_Oak
St Lawrence Lime,51.26758,1.09279,Ancient Landscape,Ancient Tree,"Historic lime tree (Tilia species) that stood within the boundary of the St Lawrence Ground in Canterbury, Kent. The tree was already mature when organised cricket began to be played on the site in the nineteenth century and stood within the field of play for more than a century. Because the trunk was inside the boundary, special local cricket rules applied whenever the ball struck the tree. The lime became one of the most unusual and celebrated features in world cricket before being blown down during storms in 2005. A replacement lime was subsequently planted nearby.","The St Lawrence Lime achieved a level of fame rarely enjoyed by any tree because of its unique role in professional sport. Generations of players, spectators and commentators regarded it as an integral part of the cricket ground's identity. The tree featured in countless matches involving Kent County Cricket Club and became known far beyond Canterbury as one of cricket's most distinctive landmarks. Its loss in 2005 attracted national attention, reflecting the affection in which it was held by the sporting community. The replacement tree ensures that the tradition survives, preserving a link between cricket heritage and the landscape of the ground.",One of the few trees in the world to stand within a professional sporting field of play. Special cricket rules were required whenever the ball struck its branches during a match.,https://en.wikipedia.org/wiki/St_Lawrence_Lime
Sycamore Gap Tree,55.00356,-2.37387,Ancient Landscape,Ancient Tree,"Sycamore (Acer pseudoplatanus) formerly growing beside Hadrian's Wall in Northumberland National Park. The tree stood within a natural dip in the landscape between two hills, creating one of the most recognisable views in Britain. Although relatively young compared with many veteran trees, having likely been planted in the late nineteenth century, its dramatic setting made it internationally famous. The sycamore was featured in the 1991 film Robin Hood: Prince of Thieves and became one of the most photographed trees in Europe. The tree was illegally felled in September 2023, but the stump remains alive and has produced new shoots.","The Sycamore Gap Tree became an icon of the British landscape through the combination of its striking location and cultural visibility. For decades it attracted walkers, photographers, filmmakers and visitors from around the world who came to see the solitary tree framed against Hadrian's Wall and the surrounding hills. Its destruction in 2023 generated widespread public grief and international media coverage, demonstrating the powerful emotional attachment people can develop towards a single tree. The subsequent regrowth from the stump and efforts to propagate descendants have transformed the tree into a symbol of resilience, recovery and the importance of protecting natural and cultural heritage. Few modern trees have had such a profound impact on public awareness of tree conservation.","One of the most photographed trees in Europe and a famous film location. Following its felling in 2023, new shoots emerging from the living stump have made it a symbol of regeneration and hope.",https://www.nationaltrust.org.uk/visit/north-east/hadrians-wall-and-housesteads-fort/next-steps-for-the-sycamore-gap-tree
"The Big Tree, Kirkwall",58.98254,-2.95965,Ancient Landscape,Ancient Tree,"Historic beech (Fagus sylvatica) that stood in Kirkwall, Orkney, for more than two centuries. Known locally simply as ""The Big Tree"", it was one of the most prominent and recognisable trees in the Northern Isles. The beech developed a large spreading crown and became a dominant feature of the townscape despite growing in a region where large trees are comparatively uncommon because of climate and exposure. Concerns about safety and structural decline led to its removal in 2017 after many years as a local landmark.","The Big Tree occupied a special place in the identity of Kirkwall. Generations of residents used it as a landmark, meeting point and symbol of the town, while visitors often regarded it as one of the defining features of the local landscape. In a largely treeless archipelago, its size and prominence made it particularly memorable. The decision to fell the tree prompted considerable public discussion and reflection on its importance to the community. Even after its removal, the tree remains part of local memory and serves as an example of how individual trees can become woven into the identity of a place.","For more than two centuries it was one of the most prominent trees in Orkney and one of Kirkwall's best-known landmarks, remarkable for its size in an environment where large trees are relatively rare.","https://en.wikipedia.org/wiki/The_Big_Tree,_Kirkwall"
The Suffrage Oak,55.8716,-4.2854,Ancient Landscape,Ancient Tree,"Mature pedunculate oak (Quercus robur) growing in Glasgow Green, the city's oldest public park. The tree forms part of the historic parkland landscape that has hosted public meetings, demonstrations and civic gatherings for centuries. Although not among Scotland's oldest oaks, it is a substantial veteran tree with a broad crown and prominent position within one of Glasgow's most historically significant public spaces. The oak is now known as the Suffrage Oak in recognition of its association with the campaign for women's voting rights.","The Suffrage Oak commemorates the role Glasgow Green played in the struggle for women's suffrage. The Green was a major venue for political meetings and public demonstrations, including gatherings addressed by leading campaigners for women's voting rights during the late nineteenth and early twentieth centuries. The tree serves as a living memorial to the women who campaigned for political representation and social change at a time when such demands were often controversial. Unlike many historic trees associated with monarchs or battles, the Suffrage Oak is linked to democratic activism and civic participation, representing an important chapter in the history of equal rights in Britain.","A living memorial to the women's suffrage movement in Scotland, standing within Glasgow Green, one of the country's most important historic sites for public assembly and political protest.",https://en.wikipedia.org/wiki/The_Suffrage_Oak
Wallace Yew,55.8353,-4.4886,Ancient Landscape,Ancient Tree,"Ancient common yew (Taxus baccata) growing near Fortingall in Perthshire, Scotland. The veteran tree stands within a landscape rich in medieval history and close to some of Scotland's most celebrated ancient yews. Characterised by a hollow trunk, regenerative growth and the weathered form typical of veteran yews, the tree is an important element of the historic woodland and churchyard landscape of Highland Perthshire. Its exact age is uncertain but it is regarded as a significant veteran specimen.","The Wallace Yew is traditionally associated with William Wallace and the Wars of Scottish Independence. Local tradition holds that Wallace gathered support or passed through the area during his campaigns against English rule in the late thirteenth century. While direct documentary evidence linking Wallace to the tree is lacking, the association reflects the way ancient trees often become focal points for local historical memory. The yew serves as a reminder of Scotland's struggle for independence and of the enduring place that Wallace occupies in Scottish national identity. Whether viewed as history or tradition, the connection has helped preserve the tree's significance within the local community.","A veteran yew linked through local tradition to William Wallace, combining the longevity of an ancient tree with one of the most enduring stories in Scottish history.",https://en.wikipedia.org/wiki/Wallace_Yew
Wyndham's Oak,51.063153,-2.309385,Ancient Landscape,Ancient Tree,"Ancient pedunculate oak (Quercus robur) growing near Nympsfield in Gloucestershire. Estimated to be between 600 and 800 years old, the tree is characterised by a substantial hollow trunk, extensive deadwood habitat and a broad veteran crown. The oak survives as a remnant of the historic woodland and agricultural landscape of the Cotswolds. Despite centuries of natural decay, it continues to support living growth around its outer shell and remains an important example of a veteran oak within the region.","Wyndham's Oak is associated with the celebrated science-fiction writer John Wyndham, author of The Day of the Triffids. The tree stands within the landscape that inspired and influenced aspects of his life and work. Beyond its literary connection, the oak represents a surviving fragment of the medieval Cotswold landscape, linking the modern countryside with centuries of agricultural and social history. Its significance lies in the combination of natural longevity and cultural association, demonstrating how ancient trees can acquire additional meaning through their connections with notable individuals and the places they inhabited.","A veteran oak associated with John Wyndham and the literary heritage of the Cotswolds, combining ecological importance with a direct connection to one of Britain's most influential twentieth-century writers.",https://en.wikipedia.org/wiki/Wyndham%27s_Oak
